cell_id,table_name,row_index,column,competitor,value,evidence_ids
基础定位与用户场景对比表_0_竞品名称,基础定位与用户场景对比表,0,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_核心产品定位,基础定位与用户场景对比表,0,核心产品定位,尤尼克斯天斧88D-PRO,1000-2000元价位专业级双打后场进攻型高端羽拍,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_核心目标用户,基础定位与用户场景对比表,0,核心目标用户,尤尼克斯天斧88D-PRO,中高级进攻型选手，含职业双打后场选手、进阶暴扣爱好者,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_典型使用场景,基础定位与用户场景对比表,0,典型使用场景,尤尼克斯天斧88D-PRO,专业/业余双打后场主导进攻位，兼顾单打均衡进攻,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_适用边界_不适合人群,基础定位与用户场景对比表,0,适用边界/不适合人群,尤尼克斯天斧88D-PRO,不适合纯新手、主打前场控球的技术型选手,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_迭代版本情况,基础定位与用户场景对比表,0,迭代版本情况,尤尼克斯天斧88D-PRO,2021初代驼金色、2024三代黑银新色、国家队专属配色版,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_证据ID,基础定位与用户场景对比表,0,证据ID,尤尼克斯天斧88D-PRO,,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_0_evidence_ids,基础定位与用户场景对比表,0,evidence_ids,尤尼克斯天斧88D-PRO,"[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]","[""ev_001"", ""ev_002"", ""ev_003"", ""ev_014""]"
基础定位与用户场景对比表_1_竞品名称,基础定位与用户场景对比表,1,竞品名称,龙牙之刃,龙牙之刃,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_核心产品定位,基础定位与用户场景对比表,1,核心产品定位,龙牙之刃,1000-2000元价位专业级暴力进攻型羽拍，李梓嘉御用战拍,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_核心目标用户,基础定位与用户场景对比表,1,核心目标用户,龙牙之刃,2年以上球龄有明确进攻需求的中高级爱好者、职业赛事选手,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_典型使用场景,基础定位与用户场景对比表,1,典型使用场景,龙牙之刃,正式专业赛事、日常进阶训练,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_适用边界_不适合人群,基础定位与用户场景对比表,1,适用边界/不适合人群,龙牙之刃,不适合零基础入门新手，无法完全发挥产品性能,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_迭代版本情况,基础定位与用户场景对比表,1,迭代版本情况,龙牙之刃,龙牙一代、二代、二代Pro、黑龙牙METALLIC、中国公开赛限定版,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_证据ID,基础定位与用户场景对比表,1,证据ID,龙牙之刃,,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_1_evidence_ids,基础定位与用户场景对比表,1,evidence_ids,龙牙之刃,"[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]","[""ev_015"", ""ev_016"", ""ev_017"", ""ev_022""]"
基础定位与用户场景对比表_2_竞品名称,基础定位与用户场景对比表,2,竞品名称,天斧100zz,天斧100zz,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_核心产品定位,基础定位与用户场景对比表,2,核心产品定位,天斧100zz,1000-2000元价位旗舰级速度+进攻双属性羽拍，多国际顶尖选手御用,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_核心目标用户,基础定位与用户场景对比表,2,核心目标用户,天斧100zz,发力成熟的中高级爱好者、单打进攻选手、双打后场重炮手、职业运动员,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_典型使用场景,基础定位与用户场景对比表,2,典型使用场景,天斧100zz,正式赛事、高强度对抗训练、单打控网抢攻、双打平抽挡/连续重杀,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_适用边界_不适合人群,基础定位与用户场景对比表,2,适用边界/不适合人群,天斧100zz,完全不适合发力基础薄弱的新手群体,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_迭代版本情况,基础定位与用户场景对比表,2,迭代版本情况,天斧100zz,2020深藏青色老色、2021古红色新色、多地区版本、国家队限定版,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_证据ID,基础定位与用户场景对比表,2,证据ID,天斧100zz,,"[""ev_048"", ""ev_049"", ""ev_051""]"
基础定位与用户场景对比表_2_evidence_ids,基础定位与用户场景对比表,2,evidence_ids,天斧100zz,"[""ev_048"", ""ev_049"", ""ev_051""]","[""ev_048"", ""ev_049"", ""ev_051""]"
核心硬件参数与材质配置对比表_0_竞品名称,核心硬件参数与材质配置对比表,0,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_核心材质配置,核心硬件参数与材质配置对比表,0,核心材质配置,尤尼克斯天斧88D-PRO,高弹性碳素+体积压缩树脂+钨，三代升级第二代新次元碳素,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_重量规格覆盖,核心硬件参数与材质配置对比表,0,重量规格覆盖,尤尼克斯天斧88D-PRO,4U为主,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_中杆参数_直径_硬度,核心硬件参数与材质配置对比表,0,中杆参数（直径/硬度）,尤尼克斯天斧88D-PRO,直径6.6mm，硬,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_空拍平衡点,核心硬件参数与材质配置对比表,0,空拍平衡点,尤尼克斯天斧88D-PRO,302mm,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_实测挥重,核心硬件参数与材质配置对比表,0,实测挥重,尤尼克斯天斧88D-PRO,87,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_产地,核心硬件参数与材质配置对比表,0,产地,尤尼克斯天斧88D-PRO,日本,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_最高支持拉线磅数,核心硬件参数与材质配置对比表,0,最高支持拉线磅数,尤尼克斯天斧88D-PRO,待搜索（方向：官方标注最高拉线磅数；关键词：尤尼克斯天斧88D-PRO 官方最高拉线磅数）,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_拍头_线孔设计,核心硬件参数与材质配置对比表,0,拍头/线孔设计,尤尼克斯天斧88D-PRO,ISOMETRIC改良方型拍头，两侧粗孔设计,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_证据ID,核心硬件参数与材质配置对比表,0,证据ID,尤尼克斯天斧88D-PRO,,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_0_evidence_ids,核心硬件参数与材质配置对比表,0,evidence_ids,尤尼克斯天斧88D-PRO,"[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]","[""ev_004"", ""ev_005"", ""ev_006"", ""ev_007"", ""ev_008""]"
核心硬件参数与材质配置对比表_1_竞品名称,核心硬件参数与材质配置对比表,1,竞品名称,龙牙之刃,龙牙之刃,"[""ev_019"", ""ev_020"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数与材质配置对比表_1_核心材质配置,核心硬件参数与材质配置对比表,1,核心材质配置,龙牙之刃,高强韧碳纤维+百洛碳素+强芯填充+WES鞭击增益系统，黑龙牙加合金碳纤维,"[""ev_019"", ""ev_020"", ""ev_021"", ""ev_026"", ""ev_027""]"
