cell_id,table_name,row_index,column,competitor,value,evidence_ids
基础产品定位与用户画像横向对比_0_竞品名称,基础产品定位与用户画像横向对比,0,竞品名称,腾讯CodeBuddy,腾讯CodeBuddy,"[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]"
基础产品定位与用户画像横向对比_0_核心目标用户分层,基础产品定位与用户画像横向对比,0,核心目标用户分层,腾讯CodeBuddy,覆盖学生、个人开发者、中小团队、大型企业全分层开发者,"[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]"
基础产品定位与用户画像横向对比_0_覆盖行业场景,基础产品定位与用户画像横向对比,0,覆盖行业场景,腾讯CodeBuddy,覆盖互联网、金融科技、游戏、国企数字化等多赛道,"[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]"
基础产品定位与用户画像横向对比_0_产品形态,基础产品定位与用户画像横向对比,0,产品形态,腾讯CodeBuddy,待搜索（方向：产品形态；关键词：腾讯CodeBuddy 产品形态 插件 独立IDE 云IDE）,"[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]"
基础产品定位与用户画像横向对比_0_关联证据ID,基础产品定位与用户画像横向对比,0,关联证据ID,腾讯CodeBuddy,"[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]","[""ev_067"", ""ev_068"", ""ev_069"", ""ev_071"", ""ev_072""]"
基础产品定位与用户画像横向对比_1_竞品名称,基础产品定位与用户画像横向对比,1,竞品名称,qoder,qoder,[]
基础产品定位与用户画像横向对比_1_核心目标用户分层,基础产品定位与用户画像横向对比,1,核心目标用户分层,qoder,待搜索（方向：用户分层；关键词：qoder 官方目标用户 学生 开发者 企业）,[]
基础产品定位与用户画像横向对比_1_覆盖行业场景,基础产品定位与用户画像横向对比,1,覆盖行业场景,qoder,待搜索（方向：覆盖行业；关键词：qoder 客户案例 金融 国企 行业解决方案）,[]
基础产品定位与用户画像横向对比_1_产品形态,基础产品定位与用户画像横向对比,1,产品形态,qoder,待搜索（方向：产品形态；关键词：qoder 产品形态 插件 独立IDE 云IDE）,[]
基础产品定位与用户画像横向对比_1_关联证据ID,基础产品定位与用户画像横向对比,1,关联证据ID,qoder,[],[]
商业化定价与套餐体系对比_0_竞品名称,商业化定价与套餐体系对比,0,竞品名称,腾讯CodeBuddy,腾讯CodeBuddy,"[""ev_063""]"
商业化定价与套餐体系对比_0_免费版权益规则,商业化定价与套餐体系对比,0,免费版权益规则,腾讯CodeBuddy,待搜索（方向：免费版规则；关键词：腾讯CodeBuddy 免费版 调用次数 功能限制）,"[""ev_063""]"
商业化定价与套餐体系对比_0_个人Pro版定价与权益,商业化定价与套餐体系对比,0,个人Pro版定价与权益,腾讯CodeBuddy,待搜索（方向：Pro版定价；关键词：腾讯CodeBuddy Pro版 月费 年费 高级模型权益）,"[""ev_063""]"
商业化定价与套餐体系对比_0_企业版定价模式,商业化定价与套餐体系对比,0,企业版定价模式,腾讯CodeBuddy,待搜索（方向：企业版定价；关键词：腾讯CodeBuddy 企业版 席位订阅 私有部署 报价模式）,"[""ev_063""]"
商业化定价与套餐体系对比_0_关联证据ID,商业化定价与套餐体系对比,0,关联证据ID,腾讯CodeBuddy,"[""ev_063""]","[""ev_063""]"
商业化定价与套餐体系对比_1_竞品名称,商业化定价与套餐体系对比,1,竞品名称,qoder,qoder,"[""ev_063""]"
商业化定价与套餐体系对比_1_免费版权益规则,商业化定价与套餐体系对比,1,免费版权益规则,qoder,待搜索（方向：免费版规则；关键词：qoder 免费版 调用次数 功能限制）,"[""ev_063""]"
商业化定价与套餐体系对比_1_个人Pro版定价与权益,商业化定价与套餐体系对比,1,个人Pro版定价与权益,qoder,待搜索（方向：Pro版定价；关键词：qoder Pro版 月费 年费 高级模型权益）,"[""ev_063""]"
商业化定价与套餐体系对比_1_企业版定价模式,商业化定价与套餐体系对比,1,企业版定价模式,qoder,待搜索（方向：企业版定价；关键词：qoder 企业版 席位订阅 私有部署 报价模式）,"[""ev_063""]"
商业化定价与套餐体系对比_1_关联证据ID,商业化定价与套餐体系对比,1,关联证据ID,qoder,"[""ev_063""]","[""ev_063""]"
安全合规与部署能力对比_0_竞品名称,安全合规与部署能力对比,0,竞品名称,腾讯CodeBuddy,腾讯CodeBuddy,"[""ev_064""]"
