cell_id,table_name,row_index,column,competitor,value,evidence_ids
核心产品规格与性能参数横向对比_0_竞品名称,核心产品规格与性能参数横向对比,0,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_版本迭代情况,核心产品规格与性能参数横向对比,0,版本迭代情况,尤尼克斯天斧88D-PRO,2021初代驼金版、2024三代黑银新色版、国家队专属配色版,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_核心材质配置,核心产品规格与性能参数横向对比,0,核心材质配置,尤尼克斯天斧88D-PRO,初代拍框高弹碳素+体积压缩树脂+钨，三代拍杆升级第二代新次元碳素,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_核心性能参数_平衡点_挥重_中杆直径,核心产品规格与性能参数横向对比,0,核心性能参数（平衡点/挥重/中杆直径）,尤尼克斯天斧88D-PRO,4U版空拍平衡点302mm，挥重87，中杆直径6.6mm,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_核心设计亮点,核心产品规格与性能参数横向对比,0,核心设计亮点,尤尼克斯天斧88D-PRO,ISOMETRIC方型拍头扩甜区32%，粗孔线孔提升持球性，重量分布优化提回转力,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_防塌陷_保磅能力,核心产品规格与性能参数横向对比,0,防塌陷/保磅能力,尤尼克斯天斧88D-PRO,三代新增拍头连钉，甜区线床密集不易掉磅，保磅性强,"[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_0_证据ID,核心产品规格与性能参数横向对比,0,证据ID,尤尼克斯天斧88D-PRO,"[""ev_058"", ""ev_059"", ""ev_061""]","[""ev_058"", ""ev_059"", ""ev_061""]"
核心产品规格与性能参数横向对比_1_竞品名称,核心产品规格与性能参数横向对比,1,竞品名称,天斧100zz,天斧100zz,[]
核心产品规格与性能参数横向对比_1_版本迭代情况,核心产品规格与性能参数横向对比,1,版本迭代情况,天斧100zz,待搜索（方向：全版本迭代信息；关键词：天斧100zz 版本迭代 新旧版本差异）,[]
核心产品规格与性能参数横向对比_1_核心材质配置,核心产品规格与性能参数横向对比,1,核心材质配置,天斧100zz,待搜索（方向：核心碳素材质配置；关键词：天斧100zz 核心材质 碳素配置）,[]
核心产品规格与性能参数横向对比_1_核心性能参数_平衡点_挥重_中杆直径,核心产品规格与性能参数横向对比,1,核心性能参数（平衡点/挥重/中杆直径）,天斧100zz,待搜索（方向：官方/第三方实测性能参数；关键词：天斧100zz 平衡点 挥重 中杆直径）,[]
核心产品规格与性能参数横向对比_1_核心设计亮点,核心产品规格与性能参数横向对比,1,核心设计亮点,天斧100zz,待搜索（方向：专属设计亮点；关键词：天斧100zz 设计亮点 专利技术）,[]
