cell_id,table_name,row_index,column,competitor,value,evidence_ids
旗舰电竞鼠标核心硬件与体验参数横向对比_0_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,0,竞品名称,罗技 G903,罗技 G903,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,0,整机重量,罗技 G903,待搜索（方向：查不含底座裸机重量；关键词：罗技G903 官方实测裸机重量）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,0,旗舰传感器配置,罗技 G903,待搜索（方向：查搭载传感器型号；关键词：罗技G903 旗舰传感器型号 最高DPI）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,0,原生最高轮询率,罗技 G903,待搜索（方向：查原生最高回报率；关键词：罗技G903 原生最高轮询率 8000Hz支持）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,0,RGB灯效配置,罗技 G903,待搜索（方向：查灯效配置情况；关键词：罗技G903 RGB灯效配置 重量占比）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,0,8000Hz模式下续航表现,罗技 G903,普遍低于20小时，属于行业共性短板,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_模具适配手型_握持习惯,旗舰电竞鼠标核心硬件与体验参数横向对比,0,模具适配手型/握持习惯,罗技 G903,待搜索（方向：查适配手型和握持姿势；关键词：罗技G903 适配手型区间 支持握持姿势）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_驱动是否支持离线免驱调参,旗舰电竞鼠标核心硬件与体验参数横向对比,0,驱动是否支持离线免驱调参,罗技 G903,待搜索（方向：查离线调参支持情况；关键词：罗技G903 驱动免驱调参 离线板载内存）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_证据ID,旗舰电竞鼠标核心硬件与体验参数横向对比,0,证据ID,罗技 G903,"[""ev_109""]","[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,1,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,1,整机重量,罗技 gpw3,待搜索（方向：查不含底座裸机重量；关键词：罗技GPW3 官方实测裸机重量）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,1,旗舰传感器配置,罗技 gpw3,待搜索（方向：查搭载传感器型号；关键词：罗技GPW3 旗舰传感器型号 最高DPI）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,1,原生最高轮询率,罗技 gpw3,待搜索（方向：查原生最高回报率；关键词：罗技GPW3 原生最高轮询率 8000Hz支持）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,1,RGB灯效配置,罗技 gpw3,无冗余RGB灯效，符合92%用户偏好无灯需求,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,1,8000Hz模式下续航表现,罗技 gpw3,普遍低于20小时，属于行业共性短板,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_模具适配手型_握持习惯,旗舰电竞鼠标核心硬件与体验参数横向对比,1,模具适配手型/握持习惯,罗技 gpw3,待搜索（方向：查适配手型和握持姿势；关键词：罗技GPW3 适配手型区间 支持握持姿势）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_驱动是否支持离线免驱调参,旗舰电竞鼠标核心硬件与体验参数横向对比,1,驱动是否支持离线免驱调参,罗技 gpw3,待搜索（方向：查离线调参支持情况；关键词：罗技GPW3 驱动免驱调参 离线板载内存）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_证据ID,旗舰电竞鼠标核心硬件与体验参数横向对比,1,证据ID,罗技 gpw3,"[""ev_107"", ""ev_109""]","[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,2,整机重量,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查不含底座裸机重量；关键词：雷蛇炼狱蝰蛇V3专业版 官方实测裸机重量）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,2,旗舰传感器配置,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查搭载传感器型号；关键词：雷蛇炼狱蝰蛇V3专业版 旗舰传感器型号 最高DPI）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,2,原生最高轮询率,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查原生最高回报率；关键词：雷蛇炼狱蝰蛇V3专业版 原生最高轮询率 8000Hz支持）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,2,RGB灯效配置,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查灯效配置情况；关键词：雷蛇炼狱蝰蛇V3专业版 RGB灯效配置 重量占比）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,2,8000Hz模式下续航表现,雷蛇炼狱蝰蛇v3 专业版,普遍低于20小时，属于行业共性短板,"[""ev_109"", ""ev_111""]"
