cell_id,table_name,row_index,column,competitor,value,evidence_ids
竞品基础定位与核心能力对比表_0_竞品名称,竞品基础定位与核心能力对比表,0,竞品名称,极氪001,极氪001,[]
竞品基础定位与核心能力对比表_0_核心用户画像,竞品基础定位与核心能力对比表,0,核心用户画像,极氪001,30-45岁中高端家庭、性能爱好者,[]
竞品基础定位与核心能力对比表_0_核心场景覆盖,竞品基础定位与核心能力对比表,0,核心场景覆盖,极氪001,通勤、跨城、5人出行、赛道玩车,[]
竞品基础定位与核心能力对比表_0_官方指导价区间,竞品基础定位与核心能力对比表,0,官方指导价区间,极氪001,26.98-32.98万元,[]
竞品基础定位与核心能力对比表_0_核心差异化标签,竞品基础定位与核心能力对比表,0,核心差异化标签,极氪001,900V高压平台、猎装造型、标配空悬,[]
竞品基础定位与核心能力对比表_1_竞品名称,竞品基础定位与核心能力对比表,1,竞品名称,小米SU7,小米SU7,[]
竞品基础定位与核心能力对比表_1_核心用户画像,竞品基础定位与核心能力对比表,1,核心用户画像,小米SU7,首次购车米粉、三口及以下小家庭,[]
竞品基础定位与核心能力对比表_1_核心场景覆盖,竞品基础定位与核心能力对比表,1,核心场景覆盖,小米SU7,通勤、跨城、运动驾控体验,[]
竞品基础定位与核心能力对比表_1_官方指导价区间,竞品基础定位与核心能力对比表,1,官方指导价区间,小米SU7,21.99-30.39万元,[]
竞品基础定位与核心能力对比表_1_核心差异化标签,竞品基础定位与核心能力对比表,1,核心差异化标签,小米SU7,人车家生态、全系标配豪华舒适配置,[]
竞品基础定位与核心能力对比表_2_竞品名称,竞品基础定位与核心能力对比表,2,竞品名称,小鹏P7,小鹏P7,[]
竞品基础定位与核心能力对比表_2_核心用户画像,竞品基础定位与核心能力对比表,2,核心用户画像,小鹏P7,偏好智能体验的科技属性用户,[]
竞品基础定位与核心能力对比表_2_核心场景覆盖,竞品基础定位与核心能力对比表,2,核心场景覆盖,小鹏P7,通勤、城市智驾体验、中长途出行,[]
竞品基础定位与核心能力对比表_2_官方指导价区间,竞品基础定位与核心能力对比表,2,官方指导价区间,小鹏P7,20.38-30.18万元,[]
竞品基础定位与核心能力对比表_2_核心差异化标签,竞品基础定位与核心能力对比表,2,核心差异化标签,小鹏P7,成熟高阶智驾、低门槛智驾选装,[]
动力续航与补能核心参数对比表_0_竞品名称,动力续航与补能核心参数对比表,0,竞品名称,极氪001,极氪001,[]
动力续航与补能核心参数对比表_0_零百加速区间,动力续航与补能核心参数对比表,0,零百加速区间,极氪001,2.83-4.98秒,[]
动力续航与补能核心参数对比表_0_CLTC续航覆盖,动力续航与补能核心参数对比表,0,CLTC续航覆盖,极氪001,675-810km,[]
动力续航与补能核心参数对比表_0_快充10_80_耗时,动力续航与补能核心参数对比表,0,快充10%-80%耗时,极氪001,7-10分钟,[]
动力续航与补能核心参数对比表_0_高压平台规格,动力续航与补能核心参数对比表,0,高压平台规格,极氪001,全系900V高压架构,[]
动力续航与补能核心参数对比表_1_竞品名称,动力续航与补能核心参数对比表,1,竞品名称,小米SU7,小米SU7,[]
动力续航与补能核心参数对比表_1_零百加速区间,动力续航与补能核心参数对比表,1,零百加速区间,小米SU7,3.08-5.28秒,[]
动力续航与补能核心参数对比表_1_CLTC续航覆盖,动力续航与补能核心参数对比表,1,CLTC续航覆盖,小米SU7,720-902km,[]
动力续航与补能核心参数对比表_1_快充10_80_耗时,动力续航与补能核心参数对比表,1,快充10%-80%耗时,小米SU7,15分钟补能510km,[]
动力续航与补能核心参数对比表_1_高压平台规格,动力续航与补能核心参数对比表,1,高压平台规格,小米SU7,全系800V高压架构,[]
动力续航与补能核心参数对比表_2_竞品名称,动力续航与补能核心参数对比表,2,竞品名称,小鹏P7,小鹏P7,[]
动力续航与补能核心参数对比表_2_零百加速区间,动力续航与补能核心参数对比表,2,零百加速区间,小鹏P7,3.9-6.7秒,[]
动力续航与补能核心参数对比表_2_CLTC续航覆盖,动力续航与补能核心参数对比表,2,CLTC续航覆盖,小鹏P7,480-820km,[]
动力续航与补能核心参数对比表_2_快充10_80_耗时,动力续航与补能核心参数对比表,2,快充10%-80%耗时,小鹏P7,20分钟,[]
动力续航与补能核心参数对比表_2_高压平台规格,动力续航与补能核心参数对比表,2,高压平台规格,小鹏P7,800V SiC平台,[]
智能座舱与高阶智驾配置对比表_0_竞品名称,智能座舱与高阶智驾配置对比表,0,竞品名称,极氪001,极氪001,[]
智能座舱与高阶智驾配置对比表_0_座舱核心芯片,智能座舱与高阶智驾配置对比表,0,座舱核心芯片,极氪001,高通骁龙8295,[]
智能座舱与高阶智驾配置对比表_0_智驾核心算力,智能座舱与高阶智驾配置对比表,0,智驾核心算力,极氪001,最高可达700TOPS,[]
智能座舱与高阶智驾配置对比表_0_激光雷达覆盖范围,智能座舱与高阶智驾配置对比表,0,激光雷达覆盖范围,极氪001,除入门版外全系标配,[]
智能座舱与高阶智驾配置对比表_0_智驾权益规则,智能座舱与高阶智驾配置对比表,0,智驾权益规则,极氪001,标配全场景领航功能,[]
智能座舱与高阶智驾配置对比表_1_竞品名称,智能座舱与高阶智驾配置对比表,1,竞品名称,小米SU7,小米SU7,[]
智能座舱与高阶智驾配置对比表_1_座舱核心芯片,智能座舱与高阶智驾配置对比表,1,座舱核心芯片,小米SU7,高通骁龙8 Gen3,[]
智能座舱与高阶智驾配置对比表_1_智驾核心算力,智能座舱与高阶智驾配置对比表,1,智驾核心算力,小米SU7,700TOPS英伟达Thor芯片,[]
智能座舱与高阶智驾配置对比表_1_激光雷达覆盖范围,智能座舱与高阶智驾配置对比表,1,激光雷达覆盖范围,小米SU7,全系标配,[]
智能座舱与高阶智驾配置对比表_1_智驾权益规则,智能座舱与高阶智驾配置对比表,1,智驾权益规则,小米SU7,限时赠送终身免费使用权,[]
智能座舱与高阶智驾配置对比表_2_竞品名称,智能座舱与高阶智驾配置对比表,2,竞品名称,小鹏P7,小鹏P7,[]
智能座舱与高阶智驾配置对比表_2_座舱核心芯片,智能座舱与高阶智驾配置对比表,2,座舱核心芯片,小鹏P7,高通8155P+3颗自研图灵AI芯片,[]
智能座舱与高阶智驾配置对比表_2_智驾核心算力,智能座舱与高阶智驾配置对比表,2,智驾核心算力,小鹏P7,2250TOPS整车算力,[]
智能座舱与高阶智驾配置对比表_2_激光雷达覆盖范围,智能座舱与高阶智驾配置对比表,2,激光雷达覆盖范围,小鹏P7,初代版本未标配,[]
智能座舱与高阶智驾配置对比表_2_智驾权益规则,智能座舱与高阶智驾配置对比表,2,智驾权益规则,小鹏P7,低门槛付费选装,[]
用户高频痛点与选购风险对比表_0_竞品名称,用户高频痛点与选购风险对比表,0,竞品名称,极氪001,极氪001,[]
用户高频痛点与选购风险对比表_0_高频用户好评点,用户高频痛点与选购风险对比表,0,高频用户好评点,极氪001,猎装造型辨识度高、驾控质感好、补能速度快,[]
用户高频痛点与选购风险对比表_0_高频用户吐槽点,用户高频痛点与选购风险对比表,0,高频用户吐槽点,极氪001,购置税补贴承诺未兑现、质保规则告知不到位,[]
用户高频痛点与选购风险对比表_0_普通用户选购风险提示,用户高频痛点与选购风险对比表,0,普通用户选购风险提示,极氪001,确认三电质保年度里程限制条款,[]
用户高频痛点与选购风险对比表_1_竞品名称,用户高频痛点与选购风险对比表,1,竞品名称,小米SU7,小米SU7,[]
用户高频痛点与选购风险对比表_1_高频用户好评点,用户高频痛点与选购风险对比表,1,高频用户好评点,小米SU7,生态联动流畅、配置越级、锁单增速快,[]
用户高频痛点与选购风险对比表_1_高频用户吐槽点,用户高频痛点与选购风险对比表,1,高频用户吐槽点,小米SU7,空间偏小无实锤、权益细则未完全公开,[]
用户高频痛点与选购风险对比表_1_普通用户选购风险提示,用户高频痛点与选购风险对比表,1,普通用户选购风险提示,小米SU7,确认智驾终身免费绑定规则,[]
用户高频痛点与选购风险对比表_2_竞品名称,用户高频痛点与选购风险对比表,2,竞品名称,小鹏P7,小鹏P7,[]
用户高频痛点与选购风险对比表_2_高频用户好评点,用户高频痛点与选购风险对比表,2,高频用户好评点,小鹏P7,续航长、智驾表现好、语音识别流畅,[]
用户高频痛点与选购风险对比表_2_高频用户吐槽点,用户高频痛点与选购风险对比表,2,高频用户吐槽点,小鹏P7,后排空间小、高速NVH差、老款车机偶发卡顿,[]
用户高频痛点与选购风险对比表_2_普通用户选购风险提示,用户高频痛点与选购风险对比表,2,普通用户选购风险提示,小鹏P7,区分不同年款配置差异避免错配,[]
