cell_id,table_name,row_index,column,competitor,value,evidence_ids
基础定位与用户场景对比表_0_竞品名称,基础定位与用户场景对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,[]
基础定位与用户场景对比表_0_官方定位,基础定位与用户场景对比表,0,官方定位,Redmi AX3600,平民级高性价比WiFi6家用路由器,[]
基础定位与用户场景对比表_0_适用边界,基础定位与用户场景对比表,0,适用边界,Redmi AX3600,仅全千兆有线口，无2.5G高速口，2.4G信号表现一般,[]
基础定位与用户场景对比表_1_竞品名称,基础定位与用户场景对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,[]
基础定位与用户场景对比表_1_官方定位,基础定位与用户场景对比表,1,官方定位,华硕TUF GAMING AX5400,主打电竞属性的中端WiFi6家用路由器,[]
基础定位与用户场景对比表_1_适用边界,基础定位与用户场景对比表,1,适用边界,华硕TUF GAMING AX5400,仅支持千兆有线接入，无法满足2.5G以上带宽高速接入需求,[]
基础定位与用户场景对比表_2_竞品名称,基础定位与用户场景对比表,2,竞品名称,小米AX9000,小米AX9000,[]
基础定位与用户场景对比表_2_官方定位,基础定位与用户场景对比表,2,官方定位,小米AX9000,小米第三代WiFi6旗舰电竞三频路由器,[]
基础定位与用户场景对比表_2_适用边界,基础定位与用户场景对比表,2,适用边界,小米AX9000,体积大无法放入常规弱电箱，非小米机型无法享受专属游戏加速,[]
核心硬件配置对比表_0_竞品名称,核心硬件配置对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,[]
核心硬件配置对比表_0_核心芯片,核心硬件配置对比表,0,核心芯片,Redmi AX3600,高通IPQ8071A企业级4核A53+双核NPU,[]
核心硬件配置对比表_0_总无线速率,核心硬件配置对比表,0,总无线速率,Redmi AX3600,2976Mbps,[]
核心硬件配置对比表_0_网口规格,核心硬件配置对比表,0,网口规格,Redmi AX3600,1千兆WAN+3千兆LAN，无2.5G口,[]
核心硬件配置对比表_1_竞品名称,核心硬件配置对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,[]
核心硬件配置对比表_1_核心芯片,核心硬件配置对比表,1,核心芯片,华硕TUF GAMING AX5400,1.5GHz三核博通处理器,[]
核心硬件配置对比表_1_总无线速率,核心硬件配置对比表,1,总无线速率,华硕TUF GAMING AX5400,5400Mbps,[]
核心硬件配置对比表_1_网口规格,核心硬件配置对比表,1,网口规格,华硕TUF GAMING AX5400,1千兆WAN+4千兆LAN，无2.5G口,[]
核心硬件配置对比表_2_竞品名称,核心硬件配置对比表,2,竞品名称,小米AX9000,小米AX9000,[]
核心硬件配置对比表_2_核心芯片,核心硬件配置对比表,2,核心芯片,小米AX9000,高通IPQ8072A六核旗舰芯片,[]
核心硬件配置对比表_2_总无线速率,核心硬件配置对比表,2,总无线速率,小米AX9000,9000Mbps三频WiFi6,[]
核心硬件配置对比表_2_网口规格,核心硬件配置对比表,2,网口规格,小米AX9000,1个2.5G自适应WAN/LAN口+4千兆口,[]
核心功能与差异化卖点对比表_0_竞品名称,核心功能与差异化卖点对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,[]
核心功能与差异化卖点对比表_0_游戏加速,核心功能与差异化卖点对比表,0,游戏加速,Redmi AX3600,内置网易UU游戏加速，无独立低延迟优化引擎,[]
核心功能与差异化卖点对比表_0_组网能力,核心功能与差异化卖点对比表,0,组网能力,Redmi AX3600,支持米家生态混合MESH组网,[]
核心功能与差异化卖点对比表_0_生态适配,核心功能与差异化卖点对比表,0,生态适配,Redmi AX3600,适配米家智能家居自动发现一键配网,[]
核心功能与差异化卖点对比表_1_竞品名称,核心功能与差异化卖点对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,[]
核心功能与差异化卖点对比表_1_游戏加速,核心功能与差异化卖点对比表,1,游戏加速,华硕TUF GAMING AX5400,三端游戏流量优先处理，赠40天全端UU高级会员,[]
核心功能与差异化卖点对比表_1_组网能力,核心功能与差异化卖点对比表,1,组网能力,华硕TUF GAMING AX5400,支持AiMesh2.0多路由智能组网扩展覆盖,[]
核心功能与差异化卖点对比表_1_生态适配,核心功能与差异化卖点对比表,1,生态适配,华硕TUF GAMING AX5400,搭载AiProtection Pro商用级实时威胁拦截体系,[]
核心功能与差异化卖点对比表_2_竞品名称,核心功能与差异化卖点对比表,2,竞品名称,小米AX9000,小米AX9000,[]
核心功能与差异化卖点对比表_2_游戏加速,核心功能与差异化卖点对比表,2,游戏加速,小米AX9000,独立5.8GHz电竞频段，仅支持小米手机专属游戏加速,[]
核心功能与差异化卖点对比表_2_组网能力,核心功能与差异化卖点对比表,2,组网能力,小米AX9000,最多可与10台小米WiFi6路由器组成Mesh网络,[]
核心功能与差异化卖点对比表_2_生态适配,核心功能与差异化卖点对比表,2,生态适配,小米AX9000,无需额外网关即可接入米家生态,[]
定价与售后政策对比表_0_竞品名称,定价与售后政策对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,[]
定价与售后政策对比表_0_日常售价区间,定价与售后政策对比表,0,日常售价区间,Redmi AX3600,日常499元，大促最高涨至599元,[]
定价与售后政策对比表_0_整机质保,定价与售后政策对比表,0,整机质保,Redmi AX3600,12个月全国联保,[]
