cell_id,table_name,row_index,column,competitor,value,evidence_ids
竞品基础定位与用户场景对比表_0_竞品名称,竞品基础定位与用户场景对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_0_官方产品定位,竞品基础定位与用户场景对比表,0,官方产品定位,Redmi AX3600,中高端家用千兆Wi-Fi6路由，400-600元价位成熟高性价比产品,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_0_核心目标用户,竞品基础定位与用户场景对比表,0,核心目标用户,Redmi AX3600,千兆大带宽、多智能设备的普通家庭数码采购成年成员,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_0_典型使用场景,竞品基础定位与用户场景对比表,0,典型使用场景,Redmi AX3600,60-120㎡家庭全屋覆盖、多设备联网、MESH组网扩展复杂户型,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_0_适用边界,竞品基础定位与用户场景对比表,0,适用边界,Redmi AX3600,无2.5G网口，5GHz极限速度表现一般，不满足超千兆有线接入需求,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_0_证据ID,竞品基础定位与用户场景对比表,0,证据ID,Redmi AX3600,"[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]","[""ev_002"", ""ev_003"", ""ev_004"", ""ev_046""]"
竞品基础定位与用户场景对比表_1_竞品名称,竞品基础定位与用户场景对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,"[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_1_官方产品定位,竞品基础定位与用户场景对比表,1,官方产品定位,华硕TUF GAMING AX5400,2021年上市的家用+电竞双属性Wi-Fi6全千兆路由器,"[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_1_核心目标用户,竞品基础定位与用户场景对比表,1,核心目标用户,华硕TUF GAMING AX5400,三端电竞玩家、大户型家庭用户、居家办公网课用户,"[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_1_典型使用场景,竞品基础定位与用户场景对比表,1,典型使用场景,华硕TUF GAMING AX5400,家用全屋覆盖、三端游戏低延迟加速、AP模式大户型组网扩展,"[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_1_适用边界,竞品基础定位与用户场景对比表,1,适用边界,华硕TUF GAMING AX5400,仅支持千兆有线接入，不满足2.5G以上带宽的高速接入需求,"[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_1_证据ID,竞品基础定位与用户场景对比表,1,证据ID,华硕TUF GAMING AX5400,"[""ev_020"", ""ev_021"", ""ev_022""]","[""ev_020"", ""ev_021"", ""ev_022""]"
竞品基础定位与用户场景对比表_2_竞品名称,竞品基础定位与用户场景对比表,2,竞品名称,小米AX9000,小米AX9000,[]
竞品基础定位与用户场景对比表_2_官方产品定位,竞品基础定位与用户场景对比表,2,官方产品定位,小米AX9000,待搜索（方向：官方发布的产品定位；关键词：小米AX9000 官方定位）,[]
竞品基础定位与用户场景对比表_2_核心目标用户,竞品基础定位与用户场景对比表,2,核心目标用户,小米AX9000,待搜索（方向：核心目标用户画像；关键词：小米AX9000 目标用户）,[]
竞品基础定位与用户场景对比表_2_典型使用场景,竞品基础定位与用户场景对比表,2,典型使用场景,小米AX9000,待搜索（方向：典型使用场景；关键词：小米AX9000 使用场景）,[]
竞品基础定位与用户场景对比表_2_适用边界,竞品基础定位与用户场景对比表,2,适用边界,小米AX9000,待搜索（方向：产品适用边界；关键词：小米AX9000 适用边界）,[]
竞品基础定位与用户场景对比表_2_证据ID,竞品基础定位与用户场景对比表,2,证据ID,小米AX9000,[],[]
核心硬件与性能参数对比表_0_竞品名称,核心硬件与性能参数对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_核心主控芯片,核心硬件与性能参数对比表,0,核心主控芯片,Redmi AX3600,高通IPQ8071A企业级4核A53+双核NPU芯片,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_无线规格与总速率,核心硬件与性能参数对比表,0,无线规格与总速率,Redmi AX3600,仅支持Wi-Fi6，双频并发总速率2976Mbps,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_无线核心技术,核心硬件与性能参数对比表,0,无线核心技术,Redmi AX3600,支持MU-MIMO、OFDMA，5GHz支持160MHz频宽，无4K-QAM,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_天线与FEM配置,核心硬件与性能参数对比表,0,天线与FEM配置,Redmi AX3600,7根外置高增益天线，6路FEM，2.4G配2颗、5G配4颗,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_有线网口规格,核心硬件与性能参数对比表,0,有线网口规格,Redmi AX3600,全千兆网口，1WAN+3LAN，无2.5G网口，不支持盲插,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_内存_闪存配置,核心硬件与性能参数对比表,0,内存/闪存配置,Redmi AX3600,512MB RAM + 256MB ROM,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_散热方案,核心硬件与性能参数对比表,0,散热方案,Redmi AX3600,大面积铝合金散热片被动散热，无主动风扇,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_官方标称带机量,核心硬件与性能参数对比表,0,官方标称带机量,Redmi AX3600,248台,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_覆盖面积,核心硬件与性能参数对比表,0,覆盖面积,Redmi AX3600,60-120㎡,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_游戏加速功能,核心硬件与性能参数对比表,0,游戏加速功能,Redmi AX3600,内置网易UU游戏加速，无独立游戏低延迟优化引擎,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_0_证据ID,核心硬件与性能参数对比表,0,证据ID,Redmi AX3600,"[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]","[""ev_005"", ""ev_006"", ""ev_007"", ""ev_008"", ""ev_009"", ""ev_010"", ""ev_011"", ""ev_012"", ""ev_049"", ""ev_051""]"
核心硬件与性能参数对比表_1_竞品名称,核心硬件与性能参数对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_核心主控芯片,核心硬件与性能参数对比表,1,核心主控芯片,华硕TUF GAMING AX5400,1.5GHz三核博通处理器,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_无线规格与总速率,核心硬件与性能参数对比表,1,无线规格与总速率,华硕TUF GAMING AX5400,仅支持Wi-Fi6，总无线速率5400Mbps,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_无线核心技术,核心硬件与性能参数对比表,1,无线核心技术,华硕TUF GAMING AX5400,支持4*4 160MHz、1024QAM、OFDMA+4*4 MU-MIMO，无4K-QAM,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_天线与FEM配置,核心硬件与性能参数对比表,1,天线与FEM配置,华硕TUF GAMING AX5400,标配6根外置不可拆卸天线，不同版本参数标注待确认,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_有线网口规格,核心硬件与性能参数对比表,1,有线网口规格,华硕TUF GAMING AX5400,全千兆网口，1WAN+4LAN，无2.5G网口，不支持盲插,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_内存_闪存配置,核心硬件与性能参数对比表,1,内存/闪存配置,华硕TUF GAMING AX5400,512MB RAM + 256MB ROM,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_散热方案,核心硬件与性能参数对比表,1,散热方案,华硕TUF GAMING AX5400,待搜索（方向：官方散热方案；关键词：华硕TUF GAMING AX5400 散热方案）,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_官方标称带机量,核心硬件与性能参数对比表,1,官方标称带机量,华硕TUF GAMING AX5400,101-150台终端,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_覆盖面积,核心硬件与性能参数对比表,1,覆盖面积,华硕TUF GAMING AX5400,待搜索（方向：官方标称覆盖面积；关键词：华硕TUF GAMING AX5400 覆盖面积）,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_游戏加速功能,核心硬件与性能参数对比表,1,游戏加速功能,华硕TUF GAMING AX5400,内置网易UU三端加速，赠40天全端UU会员，专属电竞端口,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_1_证据ID,核心硬件与性能参数对比表,1,证据ID,华硕TUF GAMING AX5400,"[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]","[""ev_023"", ""ev_024"", ""ev_031"", ""ev_032""]"
核心硬件与性能参数对比表_2_竞品名称,核心硬件与性能参数对比表,2,竞品名称,小米AX9000,小米AX9000,[]
核心硬件与性能参数对比表_2_核心主控芯片,核心硬件与性能参数对比表,2,核心主控芯片,小米AX9000,待搜索（方向：核心主控芯片型号；关键词：小米AX9000 主控芯片）,[]
核心硬件与性能参数对比表_2_无线规格与总速率,核心硬件与性能参数对比表,2,无线规格与总速率,小米AX9000,待搜索（方向：无线规格总速率；关键词：小米AX9000 无线速率）,[]
核心硬件与性能参数对比表_2_无线核心技术,核心硬件与性能参数对比表,2,无线核心技术,小米AX9000,待搜索（方向：无线核心技术清单；关键词：小米AX9000 无线技术）,[]
核心硬件与性能参数对比表_2_天线与FEM配置,核心硬件与性能参数对比表,2,天线与FEM配置,小米AX9000,待搜索（方向：天线与FEM配置；关键词：小米AX9000 天线 FEM）,[]
核心硬件与性能参数对比表_2_有线网口规格,核心硬件与性能参数对比表,2,有线网口规格,小米AX9000,待搜索（方向：有线网口规格；关键词：小米AX9000 网口配置）,[]
核心硬件与性能参数对比表_2_内存_闪存配置,核心硬件与性能参数对比表,2,内存/闪存配置,小米AX9000,待搜索（方向：内存闪存参数；关键词：小米AX9000 内存 闪存）,[]
核心硬件与性能参数对比表_2_散热方案,核心硬件与性能参数对比表,2,散热方案,小米AX9000,待搜索（方向：散热方案设计；关键词：小米AX9000 散热方案）,[]
核心硬件与性能参数对比表_2_官方标称带机量,核心硬件与性能参数对比表,2,官方标称带机量,小米AX9000,待搜索（方向：官方标称带机量；关键词：小米AX9000 带机量）,[]
核心硬件与性能参数对比表_2_覆盖面积,核心硬件与性能参数对比表,2,覆盖面积,小米AX9000,待搜索（方向：官方标称覆盖面积；关键词：小米AX9000 覆盖面积）,[]
核心硬件与性能参数对比表_2_游戏加速功能,核心硬件与性能参数对比表,2,游戏加速功能,小米AX9000,待搜索（方向：游戏加速功能清单；关键词：小米AX9000 游戏加速）,[]
核心硬件与性能参数对比表_2_证据ID,核心硬件与性能参数对比表,2,证据ID,小米AX9000,[],[]
安全管控与生态集成能力对比表_0_竞品名称,安全管控与生态集成能力对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_网络安全防护功能,安全管控与生态集成能力对比表,0,网络安全防护功能,Redmi AX3600,支持WPA3加密、WiFi防蹭网、内置局域网防火墙,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_儿童上网管控能力,安全管控与生态集成能力对比表,0,儿童上网管控能力,Redmi AX3600,无公开的儿童上网限制、不良网站拦截、时长管控功能,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_生态组网支持,安全管控与生态集成能力对比表,0,生态组网支持,Redmi AX3600,支持同品牌路由混合MESH组网扩展覆盖,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_智能家居联动适配,安全管控与生态集成能力对比表,0,智能家居联动适配,Redmi AX3600,适配米家智能家居自动发现、一键配网,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_配套管理APP,安全管控与生态集成能力对比表,0,配套管理APP,Redmi AX3600,米家APP,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_0_证据ID,安全管控与生态集成能力对比表,0,证据ID,Redmi AX3600,"[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]","[""ev_013"", ""ev_014"", ""ev_015"", ""ev_051""]"
安全管控与生态集成能力对比表_1_竞品名称,安全管控与生态集成能力对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_网络安全防护功能,安全管控与生态集成能力对比表,1,网络安全防护功能,华硕TUF GAMING AX5400,搭载AiProtection Pro商用级安全防护体系，WPA3加密,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_儿童上网管控能力,安全管控与生态集成能力对比表,1,儿童上网管控能力,华硕TUF GAMING AX5400,无公开的儿童上网管控相关功能说明,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_生态组网支持,安全管控与生态集成能力对比表,1,生态组网支持,华硕TUF GAMING AX5400,支持AiMesh2.0智能组网，搭配华硕路由扩展覆盖,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_智能家居联动适配,安全管控与生态集成能力对比表,1,智能家居联动适配,华硕TUF GAMING AX5400,待搜索（方向：智能家居联动适配清单；关键词：华硕TUF GAMING AX5400 智能家居联动）,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_配套管理APP,安全管控与生态集成能力对比表,1,配套管理APP,华硕TUF GAMING AX5400,华硕路由配套APP,"[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_1_证据ID,安全管控与生态集成能力对比表,1,证据ID,华硕TUF GAMING AX5400,"[""ev_025"", ""ev_026"", ""ev_029""]","[""ev_025"", ""ev_026"", ""ev_029""]"
安全管控与生态集成能力对比表_2_竞品名称,安全管控与生态集成能力对比表,2,竞品名称,小米AX9000,小米AX9000,[]
安全管控与生态集成能力对比表_2_网络安全防护功能,安全管控与生态集成能力对比表,2,网络安全防护功能,小米AX9000,待搜索（方向：网络安全防护功能清单；关键词：小米AX9000 安全防护）,[]
安全管控与生态集成能力对比表_2_儿童上网管控能力,安全管控与生态集成能力对比表,2,儿童上网管控能力,小米AX9000,待搜索（方向：儿童上网管控能力；关键词：小米AX9000 儿童管控）,[]
安全管控与生态集成能力对比表_2_生态组网支持,安全管控与生态集成能力对比表,2,生态组网支持,小米AX9000,待搜索（方向：生态组网支持协议；关键词：小米AX9000 组网支持）,[]
安全管控与生态集成能力对比表_2_智能家居联动适配,安全管控与生态集成能力对比表,2,智能家居联动适配,小米AX9000,待搜索（方向：智能家居联动适配列表；关键词：小米AX9000 智能家居适配）,[]
安全管控与生态集成能力对比表_2_配套管理APP,安全管控与生态集成能力对比表,2,配套管理APP,小米AX9000,待搜索（方向：配套管理APP名称；关键词：小米AX9000 管理APP）,[]
安全管控与生态集成能力对比表_2_证据ID,安全管控与生态集成能力对比表,2,证据ID,小米AX9000,[],[]
定价渠道与售后政策对比表_0_竞品名称,定价渠道与售后政策对比表,0,竞品名称,Redmi AX3600,Redmi AX3600,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_首发定价,定价渠道与售后政策对比表,0,首发定价,Redmi AX3600,599元,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_日常售价区间,定价渠道与售后政策对比表,0,日常售价区间,Redmi AX3600,约499元，大促期间最低可下探,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_主流销售渠道,定价渠道与售后政策对比表,0,主流销售渠道,Redmi AX3600,小米商城、京东、天猫、苏宁易购等全主流3C渠道,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_整机质保时长,定价渠道与售后政策对比表,0,整机质保时长,Redmi AX3600,12个月全国联保,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_额外增值权益,定价渠道与售后政策对比表,0,额外增值权益,Redmi AX3600,无付费增值服务，7天无理由15天包换,"[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_0_证据ID,定价渠道与售后政策对比表,0,证据ID,Redmi AX3600,"[""ev_016"", ""ev_017"", ""ev_048""]","[""ev_016"", ""ev_017"", ""ev_048""]"
定价渠道与售后政策对比表_1_竞品名称,定价渠道与售后政策对比表,1,竞品名称,华硕TUF GAMING AX5400,华硕TUF GAMING AX5400,"[""ev_027"", ""ev_030""]"
定价渠道与售后政策对比表_1_首发定价,定价渠道与售后政策对比表,1,首发定价,华硕TUF GAMING AX5400,待搜索（方向：官方首发定价；关键词：华硕TUF GAMING AX5400 首发定价）,"[""ev_027"", ""ev_030""]"
