cell_id,table_name,row_index,column,competitor,value,evidence_ids
产品定位与目标用户场景对比表_0_竞品名称,产品定位与目标用户场景对比表,0,竞品名称,小米SU7,小米SU7,"[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_0_官方产品定位,产品定位与目标用户场景对比表,0,官方产品定位,小米SU7,C级高性能生态科技纯电轿车，主打智能座舱、高阶智驾、高性能驾控,"[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_0_核心目标用户群体,产品定位与目标用户场景对比表,0,核心目标用户群体,小米SU7,超60%首次购车用户，22%来自BBA置换，覆盖米粉、三口及以下小家庭,"[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_0_典型使用场景,产品定位与目标用户场景对比表,0,典型使用场景,小米SU7,日常城市通勤、中长途跨城出行、运动化驾驶体验,"[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_0_适用边界限制,产品定位与目标用户场景对比表,0,适用边界限制,小米SU7,仅五座布局，适配个人/三口及以下小家庭，不适合多人口家庭满载全场景出行,"[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_0_支撑证据ID,产品定位与目标用户场景对比表,0,支撑证据ID,小米SU7,"[""ev_022"", ""ev_023""]","[""ev_022"", ""ev_023""]"
产品定位与目标用户场景对比表_1_竞品名称,产品定位与目标用户场景对比表,1,竞品名称,极氪001,极氪001,[]
产品定位与目标用户场景对比表_1_官方产品定位,产品定位与目标用户场景对比表,1,官方产品定位,极氪001,待搜索（方向：极氪001官方公开产品定位；关键词：极氪001 官方产品定位 发布会通稿）,[]
产品定位与目标用户场景对比表_1_核心目标用户群体,产品定位与目标用户场景对比表,1,核心目标用户群体,极氪001,待搜索（方向：极氪001核心目标用户画像；关键词：极氪001 用户画像 第三方调研）,[]
产品定位与目标用户场景对比表_1_典型使用场景,产品定位与目标用户场景对比表,1,典型使用场景,极氪001,待搜索（方向：极氪001核心使用场景；关键词：极氪001 典型使用场景 运营数据）,[]
产品定位与目标用户场景对比表_1_适用边界限制,产品定位与目标用户场景对比表,1,适用边界限制,极氪001,待搜索（方向：极氪001产品适用边界；关键词：极氪001 适用边界 场景限制）,[]
产品定位与目标用户场景对比表_1_支撑证据ID,产品定位与目标用户场景对比表,1,支撑证据ID,极氪001,[],[]
产品定位与目标用户场景对比表_2_竞品名称,产品定位与目标用户场景对比表,2,竞品名称,小鹏P7,小鹏P7,[]
产品定位与目标用户场景对比表_2_官方产品定位,产品定位与目标用户场景对比表,2,官方产品定位,小鹏P7,待搜索（方向：小鹏P7官方公开产品定位；关键词：小鹏P7 官方产品定位 发布会通稿）,[]
产品定位与目标用户场景对比表_2_核心目标用户群体,产品定位与目标用户场景对比表,2,核心目标用户群体,小鹏P7,待搜索（方向：小鹏P7核心目标用户画像；关键词：小鹏P7 用户画像 第三方调研）,[]
产品定位与目标用户场景对比表_2_典型使用场景,产品定位与目标用户场景对比表,2,典型使用场景,小鹏P7,待搜索（方向：小鹏P7核心使用场景；关键词：小鹏P7 典型使用场景 运营数据）,[]
产品定位与目标用户场景对比表_2_适用边界限制,产品定位与目标用户场景对比表,2,适用边界限制,小鹏P7,待搜索（方向：小鹏P7产品适用边界；关键词：小鹏P7 适用边界 场景限制）,[]
产品定位与目标用户场景对比表_2_支撑证据ID,产品定位与目标用户场景对比表,2,支撑证据ID,小鹏P7,[],[]
核心产品硬实力与智能配置对比表_0_竞品名称,核心产品硬实力与智能配置对比表,0,竞品名称,小米SU7,小米SU7,"[""ev_026""]"
核心产品硬实力与智能配置对比表_0_智能座舱核心配置,核心产品硬实力与智能配置对比表,0,智能座舱核心配置,小米SU7,搭载高通骁龙8 Gen3芯片，5区域语音唤醒，超级小爱覆盖95%车控功能,"[""ev_026""]"
核心产品硬实力与智能配置对比表_0_高阶智驾硬件与能力,核心产品硬实力与智能配置对比表,0,高阶智驾硬件与能力,小米SU7,全系标配HAD辅助驾驶，1颗激光雷达，700TOPS英伟达Thor芯片，支持全场景领航,"[""ev_026""]"
核心产品硬实力与智能配置对比表_0_动力性能参数,核心产品硬实力与智能配置对比表,0,动力性能参数,小米SU7,全系搭载V6s Plus超级电机，单/双电机可选，零百加速最快3.08秒,"[""ev_026""]"
核心产品硬实力与智能配置对比表_0_底盘与安全配置,核心产品硬实力与智能配置对比表,0,底盘与安全配置,小米SU7,全系标配2200MPa超强钢，Pro/Max版配双腔空气悬架+CDC电磁减振,"[""ev_026""]"
核心产品硬实力与智能配置对比表_0_支撑证据ID,核心产品硬实力与智能配置对比表,0,支撑证据ID,小米SU7,"[""ev_026""]","[""ev_026""]"
核心产品硬实力与智能配置对比表_1_竞品名称,核心产品硬实力与智能配置对比表,1,竞品名称,极氪001,极氪001,[]
核心产品硬实力与智能配置对比表_1_智能座舱核心配置,核心产品硬实力与智能配置对比表,1,智能座舱核心配置,极氪001,待搜索（方向：极氪001智能座舱配置；关键词：极氪001 智能座舱 芯片 交互功能）,[]
核心产品硬实力与智能配置对比表_1_高阶智驾硬件与能力,核心产品硬实力与智能配置对比表,1,高阶智驾硬件与能力,极氪001,待搜索（方向：极氪001高阶智驾配置；关键词：极氪001 智驾硬件 领航能力）,[]
核心产品硬实力与智能配置对比表_1_动力性能参数,核心产品硬实力与智能配置对比表,1,动力性能参数,极氪001,待搜索（方向：极氪001动力性能参数；关键词：极氪001 动力参数 零百加速）,[]
核心产品硬实力与智能配置对比表_1_底盘与安全配置,核心产品硬实力与智能配置对比表,1,底盘与安全配置,极氪001,待搜索（方向：极氪001底盘安全配置；关键词：极氪001 底盘结构 安全配置）,[]
核心产品硬实力与智能配置对比表_1_支撑证据ID,核心产品硬实力与智能配置对比表,1,支撑证据ID,极氪001,[],[]
核心产品硬实力与智能配置对比表_2_竞品名称,核心产品硬实力与智能配置对比表,2,竞品名称,小鹏P7,小鹏P7,[]
核心产品硬实力与智能配置对比表_2_智能座舱核心配置,核心产品硬实力与智能配置对比表,2,智能座舱核心配置,小鹏P7,待搜索（方向：小鹏P7智能座舱配置；关键词：小鹏P7 智能座舱 芯片 交互功能）,[]
核心产品硬实力与智能配置对比表_2_高阶智驾硬件与能力,核心产品硬实力与智能配置对比表,2,高阶智驾硬件与能力,小鹏P7,待搜索（方向：小鹏P7高阶智驾配置；关键词：小鹏P7 智驾硬件 领航能力）,[]
核心产品硬实力与智能配置对比表_2_动力性能参数,核心产品硬实力与智能配置对比表,2,动力性能参数,小鹏P7,待搜索（方向：小鹏P7动力性能参数；关键词：小鹏P7 动力参数 零百加速）,[]
核心产品硬实力与智能配置对比表_2_底盘与安全配置,核心产品硬实力与智能配置对比表,2,底盘与安全配置,小鹏P7,待搜索（方向：小鹏P7底盘安全配置；关键词：小鹏P7 底盘结构 安全配置）,[]
核心产品硬实力与智能配置对比表_2_支撑证据ID,核心产品硬实力与智能配置对比表,2,支撑证据ID,小鹏P7,[],[]
定价与商业化权益对比表_0_竞品名称,定价与商业化权益对比表,0,竞品名称,小米SU7,小米SU7,"[""ev_025""]"
定价与商业化权益对比表_0_在售版本与指导价区间,定价与商业化权益对比表,0,在售版本与指导价区间,小米SU7,初代21.59-29.99万，新一代21.99-30.39万，Ultra版52.99万,"[""ev_025""]"
定价与商业化权益对比表_0_动态限时购车权益,定价与商业化权益对比表,0,动态限时购车权益,小米SU7,分阶段递减权益，首销期最高享6.9万免费权益，后续逐步收窄,"[""ev_025""]"
定价与商业化权益对比表_0_金融支持政策,定价与商业化权益对比表,0,金融支持政策,小米SU7,5年低息，首付4.99万起，月供3115元起，老车主复购赠2000元积分,"[""ev_025""]"
定价与商业化权益对比表_0_官方销售渠道,定价与商业化权益对比表,0,官方销售渠道,小米SU7,线上米家App、线下小米汽车体验中心，无公开终端现金让利,"[""ev_025""]"
定价与商业化权益对比表_0_支撑证据ID,定价与商业化权益对比表,0,支撑证据ID,小米SU7,"[""ev_025""]","[""ev_025""]"
定价与商业化权益对比表_1_竞品名称,定价与商业化权益对比表,1,竞品名称,极氪001,极氪001,[]
定价与商业化权益对比表_1_在售版本与指导价区间,定价与商业化权益对比表,1,在售版本与指导价区间,极氪001,待搜索（方向：极氪001在售版本指导价；关键词：极氪001 在售版本 官方指导价）,[]
定价与商业化权益对比表_1_动态限时购车权益,定价与商业化权益对比表,1,动态限时购车权益,极氪001,待搜索（方向：极氪001动态购车权益；关键词：极氪001 限时购车权益 最新政策）,[]
定价与商业化权益对比表_1_金融支持政策,定价与商业化权益对比表,1,金融支持政策,极氪001,待搜索（方向：极氪001金融支持政策；关键词：极氪001 金融政策 贷款方案）,[]
定价与商业化权益对比表_1_官方销售渠道,定价与商业化权益对比表,1,官方销售渠道,极氪001,待搜索（方向：极氪001官方销售渠道；关键词：极氪001 销售渠道 线下门店布局）,[]
定价与商业化权益对比表_1_支撑证据ID,定价与商业化权益对比表,1,支撑证据ID,极氪001,[],[]
定价与商业化权益对比表_2_竞品名称,定价与商业化权益对比表,2,竞品名称,小鹏P7,小鹏P7,[]
定价与商业化权益对比表_2_在售版本与指导价区间,定价与商业化权益对比表,2,在售版本与指导价区间,小鹏P7,待搜索（方向：小鹏P7在售版本指导价；关键词：小鹏P7 在售版本 官方指导价）,[]
定价与商业化权益对比表_2_动态限时购车权益,定价与商业化权益对比表,2,动态限时购车权益,小鹏P7,待搜索（方向：小鹏P7动态购车权益；关键词：小鹏P7 限时购车权益 最新政策）,[]
定价与商业化权益对比表_2_金融支持政策,定价与商业化权益对比表,2,金融支持政策,小鹏P7,待搜索（方向：小鹏P7金融支持政策；关键词：小鹏P7 金融政策 贷款方案）,[]
定价与商业化权益对比表_2_官方销售渠道,定价与商业化权益对比表,2,官方销售渠道,小鹏P7,待搜索（方向：小鹏P7官方销售渠道；关键词：小鹏P7 销售渠道 线下门店布局）,[]
定价与商业化权益对比表_2_支撑证据ID,定价与商业化权益对比表,2,支撑证据ID,小鹏P7,[],[]
生态服务与用户反馈风险对比表_0_竞品名称,生态服务与用户反馈风险对比表,0,竞品名称,小米SU7,小米SU7,"[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_0_人车家生态联动能力,生态服务与用户反馈风险对比表,0,人车家生态联动能力,小米SU7,接入小米人车家全生态，可联动小米手机、智能家居等全品类设备,"[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_0_售后保障政策,生态服务与用户反馈风险对比表,0,售后保障政策,小米SU7,交付超90天每天补偿500积分，最高累计补偿50000积分,"[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_0_市场表现与用户口碑,生态服务与用户反馈风险对比表,0,市场表现与用户口碑,小米SU7,上市48天锁单破8万台，平均成交价超26.5万，权益调整规则认可度高,"[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_0_已知短板与潜在风险,生态服务与用户反馈风险对比表,0,已知短板与潜在风险,小米SU7,空间质疑无实据，核心权益细则未公开，存在后续规则变动风险,"[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_0_支撑证据ID,生态服务与用户反馈风险对比表,0,支撑证据ID,小米SU7,"[""ev_027"", ""ev_028""]","[""ev_027"", ""ev_028""]"
生态服务与用户反馈风险对比表_1_竞品名称,生态服务与用户反馈风险对比表,1,竞品名称,极氪001,极氪001,[]
生态服务与用户反馈风险对比表_1_人车家生态联动能力,生态服务与用户反馈风险对比表,1,人车家生态联动能力,极氪001,待搜索（方向：极氪001人车家生态能力；关键词：极氪001 生态联动 兼容设备清单）,[]
生态服务与用户反馈风险对比表_1_售后保障政策,生态服务与用户反馈风险对比表,1,售后保障政策,极氪001,待搜索（方向：极氪001售后保障政策；关键词：极氪001 质保政策 售后权益）,[]
生态服务与用户反馈风险对比表_1_市场表现与用户口碑,生态服务与用户反馈风险对比表,1,市场表现与用户口碑,极氪001,待搜索（方向：极氪001市场表现口碑；关键词：极氪001 销量数据 用户评价）,[]
生态服务与用户反馈风险对比表_1_已知短板与潜在风险,生态服务与用户反馈风险对比表,1,已知短板与潜在风险,极氪001,待搜索（方向：极氪001产品短板风险；关键词：极氪001 产品短板 用户投诉）,[]
生态服务与用户反馈风险对比表_1_支撑证据ID,生态服务与用户反馈风险对比表,1,支撑证据ID,极氪001,[],[]
生态服务与用户反馈风险对比表_2_竞品名称,生态服务与用户反馈风险对比表,2,竞品名称,小鹏P7,小鹏P7,[]
生态服务与用户反馈风险对比表_2_人车家生态联动能力,生态服务与用户反馈风险对比表,2,人车家生态联动能力,小鹏P7,待搜索（方向：小鹏P7人车家生态能力；关键词：小鹏P7 生态联动 兼容设备清单）,[]
生态服务与用户反馈风险对比表_2_售后保障政策,生态服务与用户反馈风险对比表,2,售后保障政策,小鹏P7,待搜索（方向：小鹏P7售后保障政策；关键词：小鹏P7 质保政策 售后权益）,[]
生态服务与用户反馈风险对比表_2_市场表现与用户口碑,生态服务与用户反馈风险对比表,2,市场表现与用户口碑,小鹏P7,待搜索（方向：小鹏P7市场表现口碑；关键词：小鹏P7 销量数据 用户评价）,[]
生态服务与用户反馈风险对比表_2_已知短板与潜在风险,生态服务与用户反馈风险对比表,2,已知短板与潜在风险,小鹏P7,待搜索（方向：小鹏P7产品短板风险；关键词：小鹏P7 产品短板 用户投诉）,[]
生态服务与用户反馈风险对比表_2_支撑证据ID,生态服务与用户反馈风险对比表,2,支撑证据ID,小鹏P7,[],[]
